config_id,lr,batch_size,weight_decay,warmup_ratio,fold,epoch,train_loss,train_precision,train_recall,train_f1,train_accuracy,val_loss,val_precision,val_recall,val_f1,val_accuracy
38,2e-05,16,0.0,0.06,5,1,0.6929920963500733,0.532130777903044,0.5366685616827743,0.5343900367959241,0.5304025121324579,0.7056096503811498,0.505091649694501,0.992,0.6693657219973009,0.5030425963488844
38,2e-05,16,0.0,0.06,5,2,0.6769750714302063,0.5816135084427767,0.5287094940306992,0.5539011316259679,0.5723665429631745,0.6752956259635187,0.5838709677419355,0.724,0.6464285714285715,0.5983772819472617
38,2e-05,16,0.0,0.06,5,3,0.5905804288441732,0.6902800658978583,0.7146105741898806,0.7022346368715083,0.6956894090779332,0.7458821708156217,0.5978260869565217,0.44,0.5069124423963134,0.565922920892495
38,2e-05,16,0.0,0.06,5,4,0.4508291587709836,0.8067467124070897,0.8021603183627061,0.8044469783352337,0.8041678561233229,0.8482757403004554,0.578544061302682,0.604,0.5909980430528375,0.5760649087221096
38,2e-05,16,0.0,0.06,5,5,0.3132481276988983,0.8830734966592427,0.9016486640136441,0.8922644163150493,0.8906651441621467,1.0016024997157436,0.5775862068965517,0.536,0.5560165975103735,0.565922920892495
39,2e-05,16,0.01,0.03,1,1,0.6934164721671849,0.5124223602484472,0.5568053993250843,0.5336927223719676,0.5062785388127854,0.6846685063454413,0.5694444444444444,0.1752136752136752,0.2679738562091503,0.5465587044534413
39,2e-05,16,0.01,0.03,1,2,0.6720709259107233,0.6068840579710145,0.5652418447694039,0.5853232382061736,0.593607305936073,0.6859229995358375,0.5688405797101449,0.6709401709401709,0.615686274509804,0.6032388663967612
39,2e-05,16,0.01,0.03,1,3,0.5859410847158737,0.7273291925465839,0.6586051743532059,0.6912632821723731,0.7014840182648402,0.7250682423191686,0.5857142857142857,0.3504273504273504,0.4385026737967914,0.5748987854251012
39,2e-05,16,0.01,0.03,1,4,0.4461804014634868,0.8252252252252252,0.7727784026996626,0.798141155968632,0.8016552511415526,0.9212169695285058,0.5235457063711911,0.8076923076923077,0.6352941176470588,0.5607287449392713
39,2e-05,16,0.01,0.03,1,5,0.331342969072736,0.8952662721893491,0.8509561304836896,0.8725490196078431,0.8738584474885844,0.886268433063261,0.5572519083969466,0.6239316239316239,0.5887096774193549,0.5870445344129555
39,2e-05,16,0.01,0.03,2,1,0.6885731819013482,0.5228215767634855,0.5163934426229508,0.5195876288659794,0.533600228767515,0.6959318922412011,0.6363636363636364,0.31226765799256506,0.41895261845386533,0.52834008097166
39,2e-05,16,0.01,0.03,2,2,0.660027106058652,0.6004901960784313,0.5737704918032787,0.5868263473053892,0.6053760366028024,0.6862079308878991,0.5825,0.8661710037174721,0.6965620328849028,0.5890688259109311
39,2e-05,16,0.01,0.03,2,3,0.5570357066311248,0.7118547929665343,0.7347775175644028,0.7231345433592624,0.7251930225907921,0.778202635626639,0.5993589743589743,0.6951672862453532,0.6437177280550774,0.5809716599190283
39,2e-05,16,0.01,0.03,2,4,0.4078360354383242,0.8256018790369936,0.8231850117096019,0.8243916739958956,0.828710323134115,0.8298787936087577,0.5960912052117264,0.6802973977695167,0.6354166666666666,0.5748987854251012
39,2e-05,16,0.01,0.03,2,5,0.27966925869249315,0.9021101992966002,0.9010538641686182,0.9015817223198594,0.9039176436945954,0.9769781577971673,0.6150943396226415,0.6059479553903345,0.6104868913857678,0.5789473684210527
39,2e-05,16,0.01,0.03,3,1,0.691801439632069,0.5223350253807106,0.5784148397976391,0.5489463857028541,0.5190557451649602,0.7118450864668815,0.5155131264916468,0.9152542372881356,0.6595419847328244,0.5476673427991886
39,2e-05,16,0.01,0.03,3,2,0.6615235987034711,0.6094541361845808,0.6087689713322091,0.609111361079865,0.6046643913538111,0.6624296961292144,0.5677966101694916,0.5677966101694916,0.5677966101694916,0.5862068965517241
39,2e-05,16,0.01,0.03,3,3,0.5451402908021753,0.7434733257661748,0.7363687464867903,0.7399039819260096,0.7380546075085325,0.7331433651908752,0.5649122807017544,0.6822033898305084,0.6180422264875239,0.5963488843813387
39,2e-05,16,0.01,0.03,3,4,0.3923858471214771,0.8551724137931035,0.836424957841484,0.8456947996589941,0.8455631399317406,0.8462623751932575,0.5922330097087378,0.5169491525423728,0.5520361990950227,0.5983772819472617
39,2e-05,16,0.01,0.03,3,5,0.2876914655959064,0.904117315284828,0.9010680157391793,0.9025900900900901,0.9015927189988624,0.9446517238693852,0.572,0.6059322033898306,0.588477366255144,0.5943204868154158
39,2e-05,16,0.01,0.03,4,1,0.6950573515674295,0.49914334665905197,0.4977220956719818,0.4984317080125463,0.49742857142857144,0.6923527698363027,0.0,0.0,0.0,0.5050709939148073
39,2e-05,16,0.01,0.03,4,2,0.6863908718710077,0.5547540983606557,0.48177676537585423,0.5156964340140201,0.546,0.6761185603757058,0.601123595505618,0.4385245901639344,0.5071090047393365,0.5780933062880325
39,2e-05,16,0.01,0.03,4,3,0.6312924812645673,0.6545866364665912,0.6583143507972665,0.6564452015900056,0.6542857142857142,0.7129908194465022,0.5859375,0.6147540983606558,0.6,0.5943204868154158
39,2e-05,16,0.01,0.03,4,4,0.5265654112514295,0.7543760587238848,0.7608200455580866,0.7575843493053587,0.7557142857142857,0.7531882284149047,0.5555555555555556,0.6557377049180327,0.6015037593984962,0.5699797160243407
39,2e-05,16,0.01,0.03,4,5,0.4236012286927602,0.8232013385387619,0.8405466970387244,0.8317836010143702,0.8294285714285714,0.7922629483284489,0.6074766355140186,0.5327868852459017,0.5676855895196506,0.5983772819472617
39,2e-05,16,0.01,0.03,5,1,0.6934542293962278,0.5269784172661871,0.49971574758385445,0.5129851181791655,0.523551241792749,0.7000082365928157,0.0,0.0,0.0,0.49290060851926976
39,2e-05,16,0.01,0.03,5,2,0.6788951177575272,0.5649801587301587,0.6475270039795338,0.6034437086092715,0.5726520125606623,0.6971619109953603,0.6526315789473685,0.248,0.35942028985507246,0.5517241379310345
39,2e-05,16,0.01,0.03,5,3,0.5950219718288613,0.6797349530646052,0.6998294485503127,0.6896358543417367,0.6836996859834428,0.7298461564125553,0.578544061302682,0.604,0.5909980430528375,0.5760649087221096
39,2e-05,16,0.01,0.03,5,4,0.45307213904922955,0.8074745186862967,0.8106878908470722,0.8090780141843972,0.8078789608906651,0.8622111341645641,0.5457317073170732,0.716,0.6193771626297578,0.5537525354969574
